uf;cod;municipio;qtd_2004;vlr_2004;qtd_2005;vlr_2005;qtd_2006;vlr_2006;qtd_2007;vlr_2007;qtd_2008;vlr_2008;qtd_2009;vlr_2009;qtd_2010;vlr_2010
SP;355300;TAGUAÍ;108;49583;227;94559;315;158339.00;369;210997;337;246305.00;370;284249.00;420;340087.00
TO;172090;TAGUATINGA;716;231231;1035;680858;1536;1019790.00;1532;1311354;1434;1574544.00;1548;1725051.00;1533;1849998.00
SP;355310;TAIAÇU;49;19338;84;46790;170;77019.00;293;134928;294;218760.00;295;300622.00;377;416279.00
PA;150795;TAILÂNDIA;2504;2177966;3144;2274818;3147;2568612.00;3101;2495391;2915;2893099.00;5985;5094726.00;7010;7703734.00
SC;421780;TAIÓ;421;198300;566;294667;460;272462.00;482;296382;334;303328.00;504;340393.00;496;428202.00
MG;316800;TAIOBEIRAS;2686;1892688;2766;2195703;3198;2412046.00;3034;2694787;2754;2916881.00;3070;3142306.00;3275;3835126.00
TO;172093;TAIPAS DO TOCANTINS;109;78721;155;115366;174;143962.00;178;157414;185;189590.00;227;235299.00;236;280945.00
RN;241390;TAIPU;946;551911;1425;969017;1355;1073438.00;1471;1212673;1443;1514890.00;1529;1759044.00;1688;2027596.00
SP;355320;TAIÚVA;210;84866;244;125054;291;159853.00;271;176717;222;200266.00;239;196856.00;204;211371.00
TO;172097;TALISMÃ;190;80647;247;151386;275;182768.00;266;191227;249;213246.00;289;253815.00;290;291771.00
PE;261485;TAMANDARÉ;1617;1011187;1919;1365406;2392;1709499.00;2309;1986896;2465;2350760.00;2704;2841654.00;2754;3227883.00
PR;412667;TAMARANA;278;166543;662;273016;795;481094.00;590;537157;614;504812.00;614;568565.00;619;595947.00
SP;355330;TAMBAÚ;183;34985;181;104040;518;189822.00;548;341684;431;339630.00;510;369479.00;587;473980.00
PR;412670;TAMBOARA;216;67780;334;151909;265;135221.00;182;129710;162;106436.00;105;81185.00;120;100508.00
CE;231320;TAMBORIL;3023;2234217;3913;2845152;4498;3497628.00;4444;3852087;4451;4635573.00;4081;4776373.00;4337;5217702.00
PI;221095;TAMBORIL DO PIAUÍ;347;261248;338;299569;363;322514.00;368;317491;391;422511.00;517;512885.00;549;682618.00
SP;355340;TANABI;703;290934;853;455429;1115;569923.00;1326;840676;1245;1113690.00;1247;1263212.00;1086;1261619.00
SC;421790;TANGARÁ;171;91001;192;137102;193;117571.00;192;118937;181;146182.00;229;180340.00;244;216473.00
RN;241400;TANGARÁ;1299;1004423;1586;1100351;2007;1506595.00;1879;1729229;1841;1910388.00;1830;2084015.00;2186;2625141.00
MT;510795;TANGARÁ DA SERRA;1748;480657;2867;1533172;2697;1701728.00;2611;1836079;2467;2194758.00;2824;2528643.00;2583;2631807.00
RJ;330575;TANGUÁ;736;498525;1512;855745;1618;1107465.00;1691;1239788;1590;1524522.00;2496;2018095.00;2643;2950707.00
BA;293100;TANHAÇU;1786;1470200;2062;1534172;2385;1727328.00;2363;2032441;2246;2270163.00;2683;2570753.00;2847;3310848.00
AL;270900;TANQUE D´ARCA;333;269049;338;277437;1021;602531.00;1092;906744;1051;1079152.00;994;1095183.00;985;1152251.00
PI;221097;TANQUE DO PIAUÍ;295;275487;363;267192;398;313199.00;386;322005;394;387554.00;491;455478.00;517;563016.00
BA;293105;TANQUE NOVO;1395;906295;1960;1399141;2079;1797760.00;1981;1891572;1961;2204796.00;2043;2442677.00;2216;2715610.00
BA;293110;TANQUINHO;580;511450;633;517513;975;683719.00;1019;863201;1033;1036260.00;1069;1178375.00;1046;1245582.00
MG;316805;TAPARUBA;246;95800;342;207796;375;251470.00;370;289718;362;343314.00;409;385964.00;445;490340.00
AM;130410;TAPAUÁ;1547;1039683;2018;1540794;2329;1960513.00;2295;2245133;2050;2583036.00;2616;2911385.00;2565;3434561.00
RS;432090;TAPEJARA;398;220158;581;297195;569;326948.00;522;329793;443;367684.00;524;403572.00;530;457015.00
PR;412680;TAPEJARA;395;143976;480;256646;498;288186.00;370;285609;321;256152.00;344;284878.00;324;311857.00
RS;432100;TAPERA;117;29169;231;125063;311;176685.00;337;233549;298;291254.00;332;321137.00;359;345877.00
PB;251650;TAPEROÁ;1481;1252554;1902;1346993;2071;1672515.00;2062;1798703;2022;2085959.00;1848;2193276.00;2099;2548382.00
BA;293120;TAPEROÁ;778;713302;1324;835167;2419;1765828.00;2314;2270171;2278;2626493.00;2621;3024747.00;2824;3643273.00
RS;432110;TAPES;717;183013;1098;507926;1157;704881.00;1047;767449;904;865844.00;1256;1080649.00;1272;1200355.00
MG;316810;TAPIRA;122;39137;168;90028;127;81362.00;129;76432;130;101454.00;158;119066.00;189;144166.00
PR;412690;TAPIRA;211;62256;348;140527;293;147826.00;222;133840;202;136204.00;204;139399.00;178;151367.00
SP;355350;TAPIRAÍ;375;71596;581;312096;563;342748.00;491;353778;445;386500.00;482;462067.00;545;547226.00
MG;316820;TAPIRAÍ;83;34384;173;71208;178;92191.00;176;97096;101;90176.00;107;83238.00;89;77447.00
BA;293130;TAPIRAMUTÁ;1185;870797;1676;1142084;2084;1570092.00;1946;1758682;1871;2130753.00;2004;2444814.00;2213;2877036.00
SP;355360;TAPIRATIBA;191;128237;336;210565;427;271935.00;447;290447;347;339856.00;458;386463.00;402;420840.00
MT;510800;TAPURAH;385;74931;478;261077;618;342004.00;509;369649;490;428650.00;595;540769.00;540;596370.00
RS;432120;TAQUARA;1270;678597;1987;1114419;2094;1387637.00;2010;1610681;1633;1718460.00;2537;2175105.00;2292;2501368.00
MG;316830;TAQUARAÇU DE MINAS;198;114609;199;154948;270;175988.00;311;234223;299;313298.00;373;357703.00;382;456736.00
SP;355365;TAQUARAL;27;6165;39;23660;64;27865.00;96;61058;92;72820.00;91;73279.00;93;69481.00
GO;522100;TAQUARAL DE GOIÁS;112;39208;168;77249;391;143305.00;401;231268;384;312742.00;390;346191.00;361;352957.00
AL;270910;TAQUARANA;1339;1051322;1513;1238534;2685;1761484.00;2623;2245049;2590;2691646.00;2777;3096905.00;2658;3261861.00
RS;432130;TAQUARI;487;219495;899;418187;945;554194.00;886;631203;698;657400.00;834;737786.00;835;837826.00
SP;355370;TAQUARITINGA;1018;289817;1371;658335;1728;813060.00;2039;1101195;1758;1357081.00;2201;1639087.00;2189;1888450.00
PE;261500;TAQUARITINGA DO NORTE;1612;837635;2039;1352428;2277;1519884.00;2456;1845400;2552;2612525.00;3252;3197213.00;3121;3834181.00
SP;355380;TAQUARITUBA;1193;598067;1533;844566;1804;987826.00;1680;1090028;1570;1185110.00;1350;1163231.00;1309;1202347.00
SP;355385;TAQUARIVAÍ;188;104565;334;165390;379;251406.00;352;260030;324;290344.00;432;356168.00;461;479940.00
RS;432132;TAQUARUÇU DO SUL;99;71204;156;101056;143;121093.00;128;116286;130;129840.00;83;116485.00;101;111289.00
MS;500797;TAQUARUSSU;22;18300;78;30429;301;129261.00;279;154736;266;190543.00;254;228476.00;279;302218.00
SP;355390;TARABAI;264;143113;372;225737;482;318288.00;505;369730;322;366078.00;372;335956.00;362;379150.00
AC;120060;TARAUACÁ;1939;1100310;2197;1763739;2876;2253672.00;3257;2851634;3080;3741981.00;3167;4171330.00;3028;4286963.00
CE;231325;TARRAFAS;1053;693075;1352;1013297;1480;1249717.00;1691;1431133;1678;1734002.00;1677;1935659.00;1776;2120742.00
AP;160070;TARTARUGALZINHO;373;395865;384;387783;855;663739.00;829;846084;740;981146.00;1071;1235785.00;1132;1599917.00
SP;355395;TARUMÃ;336;92277;443;237738;480;266142.00;339;286051;229;204504.00;265;229945.00;358;282943.00
MG;316840;TARUMIRIM;1001;294261;1105;736533;1500;830153.00;1714;1172864;1790;1699858.00;1642;1794843.00;1686;1890132.00
MA;211200;TASSO FRAGOSO;370;335403;486;374117;747;477375.00;799;690790;780;887784.00;845;1063410.00;926;1241682.00
SP;355400;TATUÍ;2005;796677;2355;1380630;2796;1708265.00;3007;2086986;3022;2686848.00;3951;3493016.00;3491;3738006.00
CE;231330;TAUÁ;4408;3665538;6949;4528754;7210;6077979.00;7476;6402001;7279;7561984.00;8168;8831854.00;8220;9494412.00
SP;355410;TAUBATÉ;2383;752590;4457;2460077;6121;3611798.00;6025;4586441;5267;5182094.00;5550;5501594.00;5996;5949908.00
PB;251660;TAVARES;1353;1132074;1686;1302732;2017;1631595.00;1914;1815659;1900;2092988.00;2043;2311998.00;2067;2584126.00
RS;432135;TAVARES;261;121129;326;190609;445;289085.00;429;353414;404;393676.00;468;465410.00;501;541745.00
AM;130420;TEFÉ;1886;710851;2092;1928558;3505;2830758.00;3619;3685481;3552;4522640.00;6525;6770023.00;6730;9882685.00
PB;251670;TEIXEIRA;892;605127;1161;843364;1900;1366435.00;1835;1680626;1773;1948462.00;1773;2108389.00;1929;2438725.00
BA;293135;TEIXEIRA DE FREITAS;7179;4424776;10372;6155128;12760;8366918.00;12231;9967713;9205;10656112.00;14095;12660175.00;12417;14900206.00
MG;316850;TEIXEIRAS;495;266674;755;458388;1011;619366.00;1074;801564;1005;976640.00;1135;1052966.00;1030;1089666.00
PR;412700;TEIXEIRA SOARES;502;209091;601;423697;577;454170.00;624;489684;500;494530.00;805;642832.00;810;918252.00
RO;110155;TEIXEIRÓPOLIS;266;171395;314;200969;437;276784.00;452;318211;392;342556.00;455;454907.00;422;485111.00
CE;231335;TEJUÇUOCA;1452;1055012;1834;1457818;2003;1713516.00;2251;2040824;2447;2516875.00;2332;2844644.00;2417;3075096.00
SP;355420;TEJUPÁ;288;101969;357;214583;404;254490.00;382;262367;397;297178.00;436;351512.00;436;405077.00
PR;412710;TELÊMACO BORBA;2703;1066069;3573;1920083;3437;2214546.00;3139;2178605;2475;2052036.00;3159;2747671.00;3415;3281955.00
SE;280730;TELHA;293;142298;297;241813;387;273933.00;383;316235;379;387245.00;448;458086.00;486;572336.00
RN;241410;TENENTE ANANIAS;659;474395;795;531187;1520;939559.00;1422;1220728;1509;1403492.00;1549;1697950.00;1732;2028687.00
RN;241415;TENENTE LAURENTINO CRUZ;444;283021;485;374318;787;542439.00;782;664162;676;736973.00;796;794676.00;880;1020036.00
RS;432140;TENENTE PORTELA;761;428092;1062;642366;1334;879908.00;1217;1005778;1126;1153948.00;1408;1386493.00;1240;1515004.00
PB;251675;TENÓRIO;161;123285;280;179707;363;278817.00;358;308405;336;351924.00;361;379511.00;393;457279.00
SP;355430;TEODORO SAMPAIO;977;138047;1515;874894;1539;1012300.00;1646;1133711;1289;1283268.00;1295;1355086.00;1315;1428401.00
BA;293140;TEODORO SAMPAIO;1050;579921;1249;914435;1252;906723.00;1284;1041860;1117;1120994.00;1137;1206570.00;1182;1350587.00
BA;293150;TEOFILÂNDIA;1407;857177;2236;1417142;3116;2309462.00;3109;2848285;2983;3312545.00;2963;3627676.00;3450;4371246.00
MG;316860;TEÓFILO OTONI;6269;3867316;10175;5888266;11710;8398780.00;12589;9987913;11049;11719506.00;9805;11006262.00;9508;10860519.00
BA;293160;TEOLÂNDIA;436;350349;1502;828235;1869;1517930.00;1893;1875776;1853;2182848.00;2088;2435365.00;2228;2906989.00
AL;270915;TEOTÔNIO VILELA;2824;1913537;4028;2656726;4514;3258281.00;4762;3918178;5114;5043432.00;6243;6487910.00;5958;7445450.00
MS;500800;TERENOS;129;116430;288;149854;736;376069.00;848;531579;741;656278.00;1061;847002.00;1071;1066090.00
PI;221100;TERESINA;33761;22891879;40090;27820743;55958;30838043.00;55223;44746998;53010;53272496.00;68669;65581718.00;68467;73836563.00
GO;522108;TERESINA DE GOIÁS;46;5450;46;32280;304;137120.00;344;263471;349;356476.00;373;409171.00;398;483167.00
RJ;330580;TERESÓPOLIS;3146;1314155;5240;2852224;5772;3635345.00;5397;3715459;4810;4306672.00;6561;5449977.00;6140;5943002.00
PE;261510;TEREZINHA;785;701117;1015;738499;1102;917151.00;1215;1053132;1218;1323102.00;1228;1448651.00;1204;1498518.00
GO;522119;TEREZÓPOLIS DE GOIÁS;102;63933;110;89282;409;229552.00;409;388900;382;373278.00;512;526016.00;622;762824.00
PA;150796;TERRA ALTA;415;344920;436;389325;1115;780844.00;1150;1127552;1121;1336388.00;1096;1433577.00;1363;1748593.00
PR;412720;TERRA BOA;560;185044;436;293632;538;254077.00;413;253202;276;215158.00;236;166960.00;285;209912.00
RS;432143;TERRA DE AREIA;307;115724;403;213932;534;300296.00;610;415919;554;525674.00;713;640099.00;779;841107.00
PE;261520;TERRA NOVA;631;451305;734;568307;1051;763543.00;1073;970533;1099;1176088.00;1244;1367528.00;1376;1686128.00
BA;293170;TERRA NOVA;1256;687012;1280;1005214;1606;1156894.00;1733;1399772;1547;1600462.00;1763;1918161.00;1838;2195969.00
MT;510805;TERRA NOVA DO NORTE;477;164800;582;378496;724;454553.00;574;441422;632;487144.00;804;673550.00;857;828627.00
PR;412730;TERRA RICA;765;259020;949;512098;891;468262.00;765;489660;718;539722.00;723;542990.00;624;543763.00
PR;412740;TERRA ROXA;647;149139;873;412113;978;461646.00;854;462266;713;485029.00;708;474750.00;470;395501.00
SP;355440;TERRA ROXA;211;36812;243;100272;261;118631.00;268;156059;171;155932.00;242;187403.00;313;259347.00
PA;150797;TERRA SANTA;969;663602;1241;926287;1585;1227597.00;1721;1628369;1666;1989382.00;1744;2157150.00;1999;2620822.00
MT;510810;TESOURO;123;60492;156;98128;180;107788.00;202;119776;157;137750.00;202;191156.00;226;243162.00
RS;432145;TEUTÔNIA;297;101700;306;194787;275;176701.00;222;152936;178;155956.00;180;144928.00;130;130616.00
RO;110160;THEOBROMA;200;166685;209;172320;597;364671.00;1008;751936;1045;1061231.00;1093;1266138.00;1039;1338201.00
CE;231340;TIANGUÁ;5469;4301614;7028;5026640;8334;6437445.00;7874;7110501;7694;8250243.00;8865;9801785.00;10234;12799255.00
PR;412750;TIBAGI;566;181146;973;510281;1292;732012.00;1243;917328;1092;1095034.00;1525;1342939.00;1562;1540031.00
RN;241105;TIBAU;254;174458;277;183875;332;215748.00;329;267014;319;328960.00;430;399758.00;500;584215.00
RN;241420;TIBAU DO SUL;87;51949;97;59876;348;188841.00;575;384099;623;555720.00;785;728523.00;907;986769.00
SP;355450;TIETÊ;419;158630;632;336493;756;428709.00;715;438027;534;498932.00;771;622139.00;699;671296.00
SC;421795;TIGRINHOS;58;23190;81;49909;119;71942.00;132;112354;113;122870.00;115;108606.00;120;108967.00
SC;421800;TIJUCAS;494;155799;517;277236;538;306671.00;533;375365;420;397248.00;496;441545.00;544;526235.00
PR;412760;TIJUCAS DO SUL;619;245079;972;417464;999;598455.00;965;696509;819;724061.00;1153;871520.00;1178;1092252.00
PE;261530;TIMBAÚBA;3527;1651078;4737;3187081;7724;5169598.00;7547;6370811;6995;7094262.00;6672;7477043.00;6297;7530659.00
RN;241430;TIMBAÚBA DOS BATISTAS;99;60381;155;90513;252;142827.00;265;201603;245;244960.00;265;274294.00;265;305938.00
SC;421810;TIMBÉ DO SUL;168;82802;224;118923;279;163865.00;283;199905;272;239754.00;247;262691.00;300;309132.00
MA;211210;TIMBIRAS;1776;1216820;2039;1614360;3705;2505383.00;4293;3783252;4180;4774610.00;4433;5458846.00;4598;6086260.00
SC;421820;TIMBÓ;233;101510;247;143055;122;96794.00;128;85734;135;115512.00;163;129371.00;176;164605.00
SC;421825;TIMBÓ GRANDE;244;185202;464;246328;431;349460.00;455;399344;414;428768.00;669;568185.00;683;772364.00
SP;355460;TIMBURI;111;52544;154;63102;200;91656.00;180;104950;170;121678.00;163;140256.00;157;137935.00
MA;211220;TIMON;6460;4220889;9007;6248232;13871;9807775.00;15257;12730762;14890;15568386.00;20937;20740252.00;20886;24495156.00
MG;316870;TIMÓTEO;2231;1162605;3136;1772657;3474;2300644.00;3122;2469342;2617;2487311.00;2657;2582934.00;2726;2626878.00
RS;432146;TIO HUGO;71;43158;99;53716;100;65081.00;103;67596;97;81612.00;107;89380.00;93;86071.00
MG;316880;TIRADENTES;164;83130;325;146731;359;203400.00;352;233657;317;264282.00;463;324041.00;407;379453.00
RS;432147;TIRADENTES DO SUL;314;150044;419;291918;485;349513.00;482;371728;437;435566.00;448;468811.00;384;442740.00
MG;316890;TIROS;436;123024;451;262465;596;260931.00;559;293022;453;293322.00;527;354623.00;523;415291.00
SE;280740;TOBIAS BARRETO;4721;3223430;5407;4239720;5835;4772543.00;5790;5297020;5689;6255921.00;6333;6958742.00;6574;7424817.00
TO;172110;TOCANTÍNIA;118;6970;287;121050;731;549290.00;815;759391;1014;1127196.00;956;1222478.00;1041;1366866.00
TO;172120;TOCANTINÓPOLIS;1142;630744;1548;1004827;2017;1478055.00;2227;1741978;2292;2360952.00;2546;2649971.00;2813;3156079.00
MG;316900;TOCANTINS;597;225166;914;509400;1066;594179.00;1007;688691;961;795917.00;1098;899236.00;1125;1043132.00
MG;316905;TOCOS DO MOJI;126;46531;151;92733;182;96241.00;184;111638;200;141316.00;213;152838.00;219;180580.00
MG;316910;TOLEDO;229;112236;266;176409;306;205679.00;347;252343;346;337082.00;374;405805.00;366;457285.00
PR;412770;TOLEDO;2742;915073;4056;1802338;3867;2203987.00;3366;2200033;2658;2185353.00;2577;2197661.00;2472;2263976.00
SE;280750;TOMAR DO GERU;1537;917379;1737;1370412;2189;1760021.00;2099;2036341;2014;2306546.00;1941;2444137.00;2093;2719595.00
PR;412780;TOMAZINA;531;196742;661;372752;865;511970.00;771;605233;739;665104.00;639;657301.00;664;656771.00
MG;316920;TOMBOS;518;248762;712;438631;764;477219.00;533;487294;591;538032.00;541;585033.00;529;581634.00
PA;150800;TOMÉ-AÇU;2321;1930717;3932;2587679;4839;3879941.00;4550;4361056;4317;4967334.00;5344;6114654.00;6083;8420669.00
AM;130423;TONANTINS;276;146900;516;305190;745;590577.00;1397;1211270;1318;1694574.00;1715;2005783.00;1739;2373522.00
PE;261540;TORITAMA;1062;950514;1130;952491;1654;1248047.00;1894;1705502;2029;2206456.00;3904;3513208.00;4100;5260605.00
MT;510820;TORIXORÉU;365;146699;420;277340;443;279512.00;363;286346;315;285996.00;366;327946.00;358;339816.00
RS;432149;TOROPI;86;41287;171;82769;210;108453.00;182;123531;146;124532.00;141;139303.00;143;137872.00
SP;355465;TORRE DE PEDRA;82;33138;156;69971;172;106400.00;192;123215;143;130974.00;176;130529.00;172;140141.00
RS;432150;TORRES;879;311320;1311;632735;1396;777852.00;1349;826656;1165;992722.00;1323;1091592.00;1180;1060805.00
SP;355470;TORRINHA;182;42259;259;115583;305;139690.00;299;164452;252;196576.00;289;226269.00;289;233094.00
RN;241440;TOUROS;2636;1935051;3190;2173838;3654;2829659.00;3511;3125291;3181;3538292.00;3858;4126222.00;4253;5189739.00
SP;355475;TRABIJU;;;30;4200;42;18165.00;41;22499;29;26442.00;36;29959.00;24;26257.00
PA;150803;TRACUATEUA;2514;2212993;3008;2438107;3230;2815682.00;3030;3004861;2956;3383942.00;3199;3803640.00;3394;4632360.00
PE;261550;TRACUNHAÉM;419;245131;903;418630;1415;835133.00;1566;1107944;1452;1393696.00;1716;1651848.00;1745;1966881.00
AL;270920;TRAIPU;2614;2023621;3264;2532521;4325;3554389.00;4128;3903249;4093;4511744.00;4228;4893478.00;4361;5563396.00
PA;150805;TRAIRÃO;330;258837;832;381806;878;620949.00;836;709623;835;920785.00;1603;1575655.00;1768;2141499.00
CE;231350;TRAIRI;3778;2608666;5877;3420899;7278;5651862.00;7238;6756302;7001;7819914.00;6941;8504339.00;7707;9818328.00
RJ;330590;TRAJANO DE MORAIS;264;64300;631;237539;717;394594.00;744;503089;687;613240.00;805;750692.00;845;925111.00
RS;432160;TRAMANDAÍ;1002;659598;1461;849815;1438;1107235.00;1229;1088011;1264;1264660.00;1671;1499176.00;1438;1467922.00
RS;432162;TRAVESSEIRO;44;21107;69;33987;66;40660.00;39;28848;28;24340.00;24;23798.00;37;31614.00
BA;293180;TREMEDAL;1412;1099472;1439;1137233;2644;1735870.00;2948;2411939;2918;3057053.00;3101;3390144.00;2966;3447467.00
SP;355480;TREMEMBÉ;610;334138;915;571009;1104;748654.00;1042;787519;904;980726.00;1548;1235212.00;1631;1701709.00
RS;432163;TRÊS ARROIOS;88;41556;83;50302;92;45405.00;52;36634;42;34564.00;22;28198.00;9;12898.00
SC;421830;TRÊS BARRAS;506;422371;833;509993;853;704257.00;1023;890154;944;1069486.00;932;1140421.00;928;1198848.00
PR;412785;TRÊS BARRAS DO PARANÁ;578;233776;1022;534333;1009;711576.00;958;772718;1035;969168.00;1028;1097041.00;1050;1230596.00
RS;432166;TRÊS CACHOEIRAS;221;87106;381;179510;343;212593.00;292;216334;279;234446.00;267;259931.00;248;254197.00
MG;316930;TRÊS CORAÇÕES;1831;1154560;2718;1329766;3325;2046886.00;3041;2205223;2501;2292897.00;3580;2705210.00;3914;4035158.00
RS;432170;TRÊS COROAS;288;140185;332;208484;280;175752.00;218;155348;134;143810.00;176;154178.00;221;199420.00
RS;432180;TRÊS DE MAIO;821;403717;1184;611982;1188;690038.00;1128;729117;1059;830288.00;1009;901637.00;1049;1014648.00
RS;432183;TRÊS FORQUILHAS;13;7895;88;25742;220;87675.00;222;150656;217;188014.00;263;243858.00;272;315639.00
SP;355490;TRÊS FRONTEIRAS;66;12371;115;43103;228;91519.00;204;120886;165;125844.00;236;184177.00;199;189849.00
MS;500830;TRÊS LAGOAS;2112;1490595;3943;1881475;4270;2777175.00;3854;3009820;3598;3164608.00;4453;3507797.00;3421;3234537.00
MG;316935;TRÊS MARIAS;1284;485783;1623;928373;1730;1097994.00;1550;1185162;1424;1228812.00;1517;1426370.00;1442;1541480.00
RS;432185;TRÊS PALMEIRAS;255;163826;316;210859;365;254940.00;307;261486;287;276266.00;272;291774.00;265;302955.00
RS;432190;TRÊS PASSOS;921;424016;1298;689189;1274;960192.00;1219;911837;1084;1038022.00;1323;1260115.00;1266;1373923.00
MG;316940;TRÊS PONTAS;1750;1050943;2280;1490440;2408;1707781.00;2072;1584504;2061;1704350.00;2779;2122788.00;3005;2600912.00
GO;522130;TRÊS RANCHOS;134;53387;174;97926;234;135324.00;236;175325;218;179746.00;202;183354.00;196;207313.00
RJ;330600;TRÊS RIOS;35;1945;409;131175;1415;610222.00;2653;1462353;2865;2717621.00;3611;3304710.00;3970;4605028.00
SC;421835;TREVISO;35;17221;35;26820;44;22433.00;32;22730;19;20866.00;35;25871.00;39;37051.00
SC;421840;TREZE DE MAIO;153;75654;179;87392;170;96344.00;158;98586;123;118748.00;248;202424.00;220;256749.00
SC;421850;TREZE TÍLIAS;58;30848;145;58452;136;65261.00;121;76696;99;77080.00;138;100198.00;121;95775.00
PE;261560;TRINDADE;1736;804723;1871;1504286;2877;2009911.00;2869;2530138;2734;2994097.00;3740;3781872.00;3636;4587425.00
GO;522140;TRINDADE;2297;1178745;3363;1976022;5398;3090157.00;5055;3770400;4540;4241529.00;6732;5818661.00;7202;7177557.00
